315.48,1.3596,2.432,124.97,74.272,94.937,0.67583,0.49707,0.24982,0.072,0.12,1.5,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.88,-1.12
290.71,1.4591,2.028,121.3,73.656,94.937,0.73007,0.50035,0.2981,0.096,0.152,1.7143,0.056,0.088,1.75,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.871,-1.129
0,1.4512,1.732,108.54,69.675,0,0.74375,0.5125,0.29878,0.096,0.16,1.5,0.056,0.096,1.4,0.008,0.008,0,0,0,0,0,0,0,0,0,0,-0.87314,-1.1269
299.39,1.4106,1.408,106.39,74.146,93.75,0.7235,0.51292,0.29167,0.088,0.144,1.5714,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86743,-1.1326
344.47,1.4463,1.36,119.98,70.306,105.63,0.74221,0.5132,0.24852,0.08,0.136,1.4286,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.866,-1.134
0,1.4668,2.364,112.33,69.935,0,0.71792,0.48946,0.28717,0.088,-0.168,-0.34375,0.04,-0.216,-0.15625,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,-1.4204,-0.57956
0,1.494,1.992,116.36,70.73,0,0.72776,0.48713,0.29415,0.088,-0.12,-0.42308,0.048,-0.16,-0.23077,0,-0.208,-0,0,-0.208,-0,0,-0.208,-0,0,-0.208,-0,-1.424,-0.576
321.52,1.4488,2.036,118.88,73.025,93.75,0.72755,0.50216,0.24241,0.088,0.152,1.375,0.048,0.088,1.2,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,-0.87086,-1.1291
0,1.4144,2.048,106.9,64.831,0,0.72071,0.50957,0.29928,0.064,0.112,1.3333,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.86857,-1.1314
327.65,1.3266,1.3264,115.34,66.346,96.154,0.67999,0.51259,0.24944,0.088,0.144,1.5714,0.048,0.08,1.5,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.88533,-1.1147
0,1.4239,3.288,109.46,61.52,0,0.73132,0.51362,0.30284,0.08,0.128,1.6667,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.872,-1.128
314.06,1.3631,1.6,110.47,61.52,94.937,0.66508,0.4879,0.24288,0.08,0.136,1.4286,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.88178,-1.1182
319.97,1.3353,1.364,113.07,62.679,94.937,0.68072,0.50978,0.25543,0.064,0.104,1.6,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,-0.88089,-1.1191
291.43,1.3957,0.452,108.29,61.268,92.593,0.72252,0.51767,0.30967,0.072,0.12,1.5,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.86971,-1.1303
312.59,1.4671,0.736,105.41,56.267,94.937,0.7013,0.47801,0.23532,0.064,-0.296,-0.17778,0.016,-0.344,-0.044444,0,-0.36,-0,0,-0.36,-0,0,-0.36,-0,0,-0.36,-0,-1.376,-0.624
290.69,1.4392,1.0128,112.74,61.771,93.364,0.7245,0.50342,0.29681,0.072,-0.28,-0.20455,0,-0.352,-0,0,-0.352,-0,0,-0.352,-0,0,-0.352,-0,0,-0.352,-0,-1.433,-0.567
290.68,1.4376,1.2448,110.74,59.795,94.541,0.72071,0.50133,0.29809,0.072,0.128,1.2857,0.024,0.04,1.5,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.868,-1.132
291.65,1.4431,1.52,106.5,58.344,93.75,0.74082,0.51334,0.30785,0.104,0.168,1.625,0.064,0.112,1.3333,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,-0.867,-1.133
335.89,1.2721,0.7728,106.33,57.553,93.171,0.66789,0.52505,0.24132,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.87822,-1.1218
275.93,1.5036,0.3024,105.18,55.476,79.483,0.75644,0.5031,0.28009,0.12,-0.152,-0.44118,0.064,-0.208,-0.23529,0,-0.272,-0,0,-0.272,-0,0,-0.272,-0,0,-0.272,-0,-1.453,-0.547
319.51,1.5975,0.952,83.898,53.362,89.439,0.77922,0.48778,0.22095,0.128,0.208,1.6,0.064,0.112,1.3333,0.024,0.04,1.5,0,0.016,0,0,0.016,0,0,0.016,0,-0.865,-1.135
530.38,1.0199,1.0928,89.194,52.552,80.626,0.6076,0.59573,0.10782,0,0.416,0,0,0.416,0,0,0.416,0,0,0.416,0,0,0.416,0,0,0.416,0,-0.876,-1.124
467.87,1.2017,1.136,86.035,53.375,90.093,0.65801,0.54755,0.1308,0.128,0.208,1.6,0.072,0.128,1.2857,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,-0.87,-1.13
315.98,1.4541,1.3152,87.013,52.653,88.655,0.71408,0.49108,0.22699,0.064,0.104,1.6,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,-0.881,-1.119
600.22,1.2287,0.5616,90.673,55.632,90.991,0.60523,0.49259,0.064961,0.096,-0.104,-0.48,0.056,-0.144,-0.28,0.016,-0.184,-0.08,0,-0.2,-0,0,-0.2,-0,0,-0.2,-0,-1.2291,-0.77086
320.63,1.3815,1.3008,88.366,52.969,88.498,0.72809,0.52704,0.25347,0.072,-0.184,-0.28125,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,-1.438,-0.562
516.18,1.2359,0.9952,96.107,62.009,91.105,0.69021,0.55849,0.11305,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,-0.90462,-1.0954
328.91,1.3782,0.6912,94.082,60.444,88.539,0.73481,0.53317,0.24661,0.168,0.256,1.9091,0.08,0.144,1.25,0.048,0.088,1.2,0,0.04,0,0,0.04,0,0,0.04,0,-0.849,-1.151
297.84,1.4974,0.8,89.081,55.793,81.626,0.65477,0.43728,0.1865,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.453,-0.547
309.29,1.4944,2.098,87.572,55.616,74.405,0.66263,0.44343,0.16212,0.088,0.152,1.375,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.878,-1.122
539.62,1.1258,0.6736,93.872,59.983,90.729,0.67363,0.59836,0.11825,0,0.264,0,0,0.264,0,0,0.264,0,0,0.264,0,0,0.264,0,0,0.264,0,-0.88978,-1.1102
341,1.323,1.536,85.749,57.86,87.209,0.6487,0.49035,0.19115,0.168,0.248,2.1,0.096,0.152,1.7143,0.064,0.096,2,0,0.032,0,0,0.032,0,0,0.032,0,-0.871,-1.129
0,1.3648,1.464,85.463,49.967,0,0.69664,0.51043,0.23451,0.104,-0.024,-0.8125,0.056,-0.072,-0.4375,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,-1.433,-0.567
0,1.2355,3.92,90.548,56.435,0,0.64921,0.52549,0.19182,0,-0.112,-0,0,-0.112,-0,0,-0.112,-0,0,-0.112,-0,0,-0.112,-0,0,-0.112,-0,-1.3858,-0.61422
528.91,0.95954,0.3648,96.61,65.046,94.089,0.65787,0.68561,0.16758,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.86311,-1.1369
617.61,1.483,0.328,96.605,73.007,111.39,2.944,1.9852,1.2199,0.112,0.176,1.75,0.056,0.096,1.4,0.016,0.032,1,0,0.016,0,0,0.016,0,0,0.016,0,-0.872,-1.128
696.35,1.4621,0.3648,105.35,88.366,125.64,2.8752,1.9664,1.062,0.064,-0.32,-0.16667,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,-1.459,-0.541
411.29,1.7882,1.2816,94.102,50.755,171.4,0.63343,0.35423,0.13477,0.232,-0.152,-0.60417,0.12,-0.264,-0.3125,0.064,-0.32,-0.16667,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,-1.328,-0.672
0,1.456,0.9376,82.008,48.515,0,0.66515,0.45683,0.18724,-0.032,-0.384,0.090909,-0.032,-0.384,0.090909,0.288,-0.064,-0.81818,0.16,-0.192,-0.45455,0.064,-0.288,-0.18182,0,-0.352,-0,-1.304,-0.696
372.8,1.5015,0.2848,105.06,58.732,152.94,0.72097,0.48018,0.26894,0.072,0.12,1.5,0.024,0.04,1.5,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.86311,-1.1369
381.48,1.5163,0.512,109.66,52.536,165.54,0.71543,0.47181,0.26842,0.08,0.128,1.6667,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86756,-1.1324
371.58,1.4795,1.008,104.62,49.185,145.01,0.72006,0.48668,0.26368,0.096,-0.112,-0.46154,0.056,-0.152,-0.26923,0.024,-0.184,-0.11538,0,-0.208,-0,0,-0.208,-0,0,-0.208,-0,-1.3528,-0.6472
381.13,1.4577,0.4064,121.93,58.301,156.86,0.72716,0.49886,0.28486,0.08,0.136,1.4286,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86667,-1.1333
332.48,1.5057,1.208,112.74,54.329,123.36,0.72031,0.47837,0.27069,0.072,0.136,1.125,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86756,-1.1324
634.44,1.3072,1.2112,85.644,49.939,147.13,0.59521,0.45533,0.080328,0.112,0.168,2,0.024,0.032,3,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,-0.8888,-1.1112
352.32,1.4766,0.3792,113.91,54.259,127.21,0.73151,0.49538,0.26657,0.064,0.112,1.3333,0.024,0.032,3,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,-0.87022,-1.1298
335.67,1.488,1.0432,120.49,58.779,122.95,0.70601,0.47446,0.26038,0.08,0.136,1.4286,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86933,-1.1307
401.9,1.4569,0.3552,117.89,53.038,166.57,0.71884,0.4934,0.26611,0.064,0.112,1.3333,0.016,0.024,2,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,-0.87289,-1.1271
392.04,1.472,0.6096,121.3,60.039,163.77,0.72593,0.49316,0.27469,0.08,0.136,1.4286,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.872,-1.128
363.83,1.4582,0.8224,123.84,61.452,136.86,0.72251,0.49548,0.26905,0.072,0.12,1.5,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.86933,-1.1307
351.63,1.4968,0.4672,121.96,59.819,136.86,0.71239,0.47594,0.26577,0.08,0.136,1.4286,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.87022,-1.1298
392.35,1.507,0.9504,123.6,60.064,166.4,0.72715,0.48253,0.26677,0.104,0.064,-2.6,0.056,0.016,-1.4,0.032,-0.008,-0.8,0,-0.04,-0,0,-0.04,-0,0,-0.04,-0,-1.3608,-0.6392
389.85,1.496,0.4768,92.198,39.7,159.13,0.69135,0.46212,0.23701,0.08,0.128,1.6667,0.016,0.024,2,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,-0.86933,-1.1307
616.04,1.4328,1.5936,167.69,72.487,94.131,3.0381,2.1204,1.1821,0.048,0.08,1.5,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.866,-1.134
616.04,1.4328,1.5936,167.69,72.487,94.131,3.0381,2.1204,1.1821,0.048,0.08,1.5,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,-0.866,-1.134
694.06,1.635,0.1392,106.55,9.4771,150.33,2.8491,1.7426,1.0045,0.144,0.224,1.8,0.088,0.144,1.5714,0.064,0.104,1.6,0,0.04,0,0,0.04,0,0,0.04,0,-0.86286,-1.1371
584.27,1.4134,1.3328,180.23,118.15,84.748,2.933,2.0751,1.1332,0.096,0.184,1.0909,0.048,0.096,1,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.83657,-1.1634
858.47,1.4581,0.2496,149.46,94.025,166.67,2.9997,2.0572,1.0145,0.12,0.224,1.1538,0.056,0.112,1,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,-0.78857,-1.2114
902.13,1.4811,0.1056,127.34,68.411,195.34,2.955,1.9951,1.0128,0.144,-0.2,-0.4186,0.088,-0.256,-0.25581,0,-0.344,-0,0,-0.344,-0,0,-0.344,-0,0,-0.344,-0,-1.4617,-0.53829
919,1.435,0.1184,126.83,69.105,196.36,2.834,1.975,0.96127,0.128,0.256,1,0.072,0.144,1,0,0.072,0,0,0.072,0,0,0.072,0,0,0.072,0,-0.79733,-1.2027
0,1.2758,0.6896,133.51,57.599,0,2.6655,2.0893,0.77451,0.2,-0.424,-0.32051,0.112,-0.512,-0.17949,0.08,-0.544,-0.12821,0,-0.624,-0,0,-0.624,-0,0,-0.624,-0,-1.383,-0.617
0,1.2251,0.072,95,66.205,0,2.9545,2.4115,0.83071,0,-0.672,-0,0,-0.672,-0,0,-0.672,-0,0,-0.672,-0,0,-0.672,-0,0,-0.672,-0,-1.3033,-0.69673
0,1.109,0.9968,93.392,51.082,67.759,0.50726,0.4574,-0.0075831,0,-0.552,-0,0,-0.552,-0,0,-0.552,-0,0,-0.552,-0,0,-0.552,-0,0,-0.552,-0,-0.89943,-1.1006
0,0.9076,1.146,115.7,65.882,52.574,0.42864,0.47228,-0.052541,0.112,0.176,1.75,0.04,0.056,2.5,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.91943,-1.0806
0,1.0189,0.7568,110.14,60.313,91.522,0.51635,0.50679,-0.036869,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,-0.89244,-1.1076
859.6,1.4411,0.2272,97.293,77.652,150.06,2.9705,2.0612,0.91457,0.104,-0.264,-0.28261,0.04,-0.328,-0.1087,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,-1.5097,-0.49029
859.96,1.431,0.1184,98.454,77.622,150.06,2.9496,2.0612,0.91381,0.096,0.16,1.5,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.848,-1.152
1610.9,1.1185,0.2896,142.39,93.812,129.33,2.2274,1.9913,0.20947,0.128,-0.44,-0.22535,0.08,-0.488,-0.14085,0.016,-0.552,-0.028169,0,-0.568,-0,0,-0.568,-0,0,-0.568,-0,-1.3564,-0.64356
716.57,1.5244,0.296,94.881,53.266,127.13,3.0428,1.9961,1.0457,0.144,0.24,1.5,0.056,0.112,1,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,-0.80933,-1.1907
768.95,1.3571,0.2432,137.53,78.056,127.57,2.9896,2.2029,1.1098,0.064,0.12,1.1429,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,-0.812,-1.188
895.55,1.3967,0.4064,96.169,41.176,129.35,2.999,2.1472,0.78821,0.088,0.152,1.375,0,0.064,0,0,0.064,0,0,0.064,0,0,0.064,0,0,0.064,0,-0.81067,-1.1893
745.16,1.4083,0.352,138.32,30.718,131.19,2.818,2.001,1.0027,0.12,-0.472,-0.2027,0.04,-0.552,-0.067568,0,-0.592,-0,0,-0.592,-0,0,-0.592,-0,0,-0.592,-0,-1.4947,-0.50533
0,1.3405,0.0592,115.8,65.419,0,2.7266,2.034,0.75882,0.224,0.32,2.3333,0.12,0.192,1.6667,0.088,0.144,1.5714,0,0.056,0,0,0.056,0,0,0.056,0,-0.87378,-1.1262
0,1.5918,0.1424,122.15,61.488,0,3.0213,1.898,0.97704,0.184,0.28,1.9167,0.104,0.176,1.4444,0.064,0.112,1.3333,0,0.048,0,0,0.048,0,0,0.048,0,-0.84711,-1.1529
0,1.3752,0.0544,140.52,35.852,0,2.3933,1.7403,0.62049,0.128,-0.104,-0.55172,0.088,-0.144,-0.37931,0.064,-0.168,-0.27586,0,-0.232,-0,0,-0.232,-0,0,-0.232,-0,-1.2603,-0.73969
980.15,1.3481,0.2464,99.675,23.641,172.85,2.694,1.9985,0.76171,0.104,-0.12,-0.46429,0.056,-0.168,-0.25,0.024,-0.2,-0.10714,0,-0.224,-0,0,-0.224,-0,0,-0.224,-0,-1.4133,-0.58667
947.25,1.3462,0.0752,100.05,19.285,188.34,2.5899,1.9239,0.82351,0.088,0.136,1.8333,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.8992,-1.1008
0,1.3703,0.248,105.92,10.748,0,2.8439,2.0754,1.2469,0.096,-0.272,-0.26087,0.048,-0.32,-0.13043,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,-1.4311,-0.56889
673.92,1.5173,0.1392,130.86,27.792,132.06,2.953,1.9462,1.1675,0.104,0.16,1.8571,0.064,0.096,2,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,-0.88267,-1.1173
1246.8,1.0581,0.176,69.001,15.521,146.8,2.0443,1.9321,0.37366,0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,-0.91667,-1.0833
1280.5,1.316,0.1168,112.55,57.716,167.44,2.4784,1.8833,0.38395,0.104,0.008,-1.0833,0.056,-0.04,-0.58333,0.016,-0.08,-0.16667,0,-0.096,-0,0,-0.096,-0,0,-0.096,-0,-1.3178,-0.68218
963.42,1.2946,0.1088,133.45,123.73,173.16,2.6756,2.0668,0.84469,0.08,0.064,-5,0.032,0.016,-2,0,-0.016,-0,0,-0.016,-0,0,-0.016,-0,0,-0.016,-0,-1.4089,-0.59111
1464.9,1.0146,0.3984,137.06,57.08,108.26,1.9657,1.9373,0.20072,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,-0.92847,-1.0715
1642.1,1.1902,0.5328,109.72,66.658,153.06,2.1949,1.8442,0.20465,0.776,0.696,-9.7,0.056,-0.024,-0.7,0,-0.08,-0,0,-0.08,-0,0,-0.08,-0,0,-0.08,-0,-1.2657,-0.73429
1709.2,1.2539,1.0832,83.471,29.997,103.15,2.2789,1.8174,0.12361,0.2,0.16,-5,0.104,0.064,-2.6,0.064,0.024,-1.6,0,-0.04,-0,0,-0.04,-0,0,-0.04,-0,-1.2425,-0.75754
558.96,1.7443,1.3504,102.88,50.964,94.168,2.6887,1.5414,0.75908,0.192,0.256,3,0.112,0.16,2.3333,0.08,0.112,2.5,0,0.032,0,0,0.032,0,0,0.032,0,-0.896,-1.104
603.01,1.6003,0.9056,76.403,10.718,105.18,2.9108,1.8189,1.0144,0.088,-0.112,-0.44,0.032,-0.168,-0.16,0,-0.2,-0,0,-0.2,-0,0,-0.2,-0,0,-0.2,-0,-1.4009,-0.59911
632.73,1.4563,1.3152,80.822,52.591,94.42,2.661,1.8272,0.83468,0.16,0.248,1.8182,0.112,0.176,1.75,0.088,0.136,1.8333,0,0.048,0,0,0.048,0,0,0.048,0,-0.86578,-1.1342
616.07,1.4554,0.9456,97.696,53.439,105.81,2.7989,1.9231,1.0929,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,-0.844,-1.156
814.22,1.5626,0.7216,74.276,26.285,168.79,2.638,1.6882,0.76918,0.456,0.528,6.3333,0.088,0.136,1.8333,0.072,0.112,1.8,0.024,0.032,3,0,0.008,0,0,0.008,0,-0.90027,-1.0997
695.93,1.3729,0.7968,74.645,50.625,107.86,2.8005,2.0399,0.98227,0.112,0.04,-1.5556,0.064,-0.008,-0.88889,0.032,-0.04,-0.44444,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,-1.3592,-0.6408
634.5,1.4639,0.8464,100.2,48.069,110.55,2.7923,1.9074,1.0589,0.088,0.096,11,0.048,0.056,6,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,-1.3511,-0.64889
665.19,1.4202,0.8256,98.763,48.014,112,2.8404,2,1.0732,0.08,0.136,1.4286,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,-0.87911,-1.1209
974.63,1.2601,0.8768,113.96,49.305,130.61,2.6137,2.0743,0.6271,0.184,0.256,2.5556,0.072,0.12,1.5,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,-0.90067,-1.0993
666.99,1.3598,1.5936,94.269,45.104,82.971,2.5653,1.8865,0.70355,0.168,0.288,1.4,0.08,0.168,0.90909,0.04,0.088,0.83333,0,0.048,0,0,0.048,0,0,0.048,0,-0.842,-1.158
853.43,1.2291,0.4512,127.2,63.479,80.158,2.3458,1.9085,0.42493,0.48,0.064,-1.1538,0.208,-0.208,-0.5,0.112,-0.304,-0.26923,0.064,-0.352,-0.15385,0,-0.416,-0,0,-0.416,-0,-1.3538,-0.64622
0,0.89584,0.5632,160.09,107.27,78.65,1.7301,1.9312,-0.097115,0,-0.264,-0,0,-0.264,-0,0,-0.264,-0,0,-0.264,-0,0,-0.264,-0,0,-0.264,-0,-0.90686,-1.0931
